2017-06-22 17:16:18.983 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectBatchIds
2017-06-22 17:16:18.991 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.insert
2017-06-22 17:16:18.994 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.insertAllColumn
2017-06-22 17:16:18.997 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.delete
2017-06-22 17:16:18.999 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.deleteByMap
2017-06-22 17:16:19.005 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.update
2017-06-22 17:16:19.009 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectByMap
2017-06-22 17:16:19.011 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectOne
2017-06-22 17:16:19.014 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectCount
2017-06-22 17:16:19.016 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectList
2017-06-22 17:16:19.019 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectPage
2017-06-22 17:16:19.024 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectMaps
2017-06-22 17:16:19.026 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectMapsPage
2017-06-22 17:16:19.028 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectObjs
2017-06-22 17:16:19.081 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysResourceMapper.deleteById
2017-06-22 17:16:19.093 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysResourceMapper.deleteBatchIds
2017-06-22 17:16:19.099 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysResourceMapper.updateById
